KU_KOD;KU_NAZEV;CELKOVY_POCET_PARCEL;CELKOVA_VYMERA;Orn· p˘da(2)-poËet parcel;Orn· p˘da(2)-v˝mÏra;Chmelnice(3)-poËet parcel;Chmelnice(3)-v˝mÏra;Vinice(4)-poËet parcel;Vinice(4)-v˝mÏra;Zahrada(5)-poËet parcel;Zahrada(5)-v˝mÏra;Ovocn˝ sad(6)-poËet parcel;Ovocn˝ sad(6)-v˝mÏra;Trval˝ travnÌ porost(7)-poËet parcel;Trval˝ travnÌ porost(7)-v˝mÏra;LesnÌ pozemek(10)-poËet parcel;LesnÌ pozemek(10)-v˝mÏra;VodnÌ plocha(11)-poËet parcel;VodnÌ plocha(11)-v˝mÏra;ZastavÏn· plocha a n·dvo¯Ì(13)-poËet parcel;ZastavÏn· plocha a n·dvo¯Ì(13)-v˝mÏra;OstatnÌ plocha(14)-poËet parcel;OstatnÌ plocha(14)-v˝mÏra
638021;HavraÚ;1558;17162348;284;14294406;0;0;0;0;238;148904;4;23270;29;332553;13;147266;46;218086;414;221409;530;1776454;
638056;HavranÌky;1906;9204316;477;3705368;0;0;212;981860;125;129169;77;352379;70;145357;71;2454404;9;83766;253;105776;612;1246237;
638064;Hav¯ice;12709;8984047;6760;6871916;0;0;9;3945;1058;446032;1;3103;859;629401;374;134890;330;152584;572;157231;2746;584945;
638072;Hazlov;1854;5394147;219;2610155;0;0;0;0;337;151650;2;3857;157;423146;66;664676;48;107788;537;139413;488;1293462;
638081;Lipn· u Hazlova;204;1789624;31;691529;0;0;0;0;21;17736;0;0;35;209934;6;603758;6;10943;37;13666;68;242058;
638111;Poln· u Hazlova;456;7832419;56;1438007;0;0;0;0;47;26772;0;0;83;642949;27;5251755;28;151788;78;24465;137;296683;
638129;Skalka u Hazlova;457;4485151;25;997757;0;0;0;0;14;10661;0;0;116;1083084;42;1491384;12;21275;47;19866;201;861124;
638137;T·borsk·;256;2944633;57;2537946;0;0;0;0;23;17057;1;23658;31;89225;13;96846;10;43175;43;19940;78;116786;
638145;V˝hledy;340;3813738;12;182831;0;0;0;0;41;18254;0;0;93;411151;16;3004623;7;12290;67;10511;104;174078;
638153;Otov u Hazlova;85;1624128;10;281688;0;0;0;0;0;0;0;0;9;255438;9;949153;9;16424;10;4854;38;116571;
638161;Hejn·;2028;6698692;553;2355159;0;0;0;0;79;69993;2;3654;465;1092553;273;2520104;44;32254;156;69001;456;555974;
638196;Hejnice;3500;38411820;78;490833;0;0;0;0;751;604536;0;0;617;1979911;94;34006133;109;265667;1218;265158;633;799582;
638200;Hejnice u éamberka;864;4824975;41;899346;0;0;0;0;131;172605;0;0;261;2095219;154;1397940;2;11114;129;36729;146;212022;
638226;Hejtm·nkovice;1809;13027595;186;5673787;0;0;0;0;284;246266;5;33985;404;2893607;99;3197853;121;135556;381;135016;329;711525;
638234;Helkovice;975;2208597;39;296010;0;0;0;0;31;43386;0;0;379;1068282;297;660698;10;7335;72;17806;147;115080;
638242;HelvÌkovice;2102;10740695;425;4111094;0;0;0;0;258;258433;1;2582;485;2527413;197;2715242;51;289144;307;106484;378;730303;
638269;Hemûe;569;1192811;154;702297;0;0;0;0;108;77684;0;0;114;189688;32;105745;5;4016;79;23251;77;90130;
638277;HenËlov;1364;3620925;554;3034712;0;0;0;0;177;123092;0;0;3;1670;6;13057;28;9503;263;81688;333;357203;
638285;BoÚkov;609;2082655;38;1299249;0;0;0;0;48;35088;0;0;122;334744;69;221227;22;28940;167;33500;143;129907;
638293;Her·lec;2781;9209264;859;6107008;0;0;0;0;283;144965;0;0;629;1255362;184;810172;101;200286;370;122568;355;568903;
638315;KojeËÌn;900;3932087;189;1576140;0;0;0;0;54;36406;0;0;275;823496;119;1262906;50;58682;79;31859;134;142598;
638323;»esk˝ Her·lec;3297;12699847;769;1881807;0;0;0;0;240;96675;0;0;857;1863387;74;8207609;231;62275;468;100856;658;487238;
638340;Kocanda;511;1117129;95;197436;0;0;0;0;63;27295;0;0;167;255759;3;531767;18;5916;49;12984;116;85972;
638358;Her·lec na MoravÏ;1856;10045352;262;1363160;0;0;0;0;143;38833;0;0;455;903488;116;7124526;251;69986;223;59687;406;485672;
638366;Heraltice;1663;7024770;657;3065574;0;0;0;0;208;164824;5;26174;261;534691;61;2895037;12;22253;232;79756;227;236461;
638382;Pokojovice;602;1783696;130;806928;0;0;0;0;67;56895;0;0;202;630869;13;132456;33;41179;80;26521;77;88848;
638391;Herbortice;793;3985069;71;959918;0;0;0;0;67;46446;0;0;264;1143385;169;1634945;7;6621;69;14819;146;178935;
638404;MezilesÌ u Lanökrouna;398;2395262;85;642788;0;0;0;0;55;39436;0;0;114;344051;26;1275751;0;0;55;13100;63;80136;
638412;Heroltice u Tiönova;1621;3417845;445;1158174;0;0;0;0;170;102441;3;9928;237;477902;100;1341798;61;45591;307;48691;298;233320;
638421;Heroltice u Jihlavy;971;4092911;392;3057366;0;0;0;0;60;30305;0;0;146;263001;47;311689;38;33866;108;52785;180;343899;
638439;Heroltice u ätÌt˘;1231;6200917;103;2607574;0;0;0;0;95;69962;0;0;293;1521715;254;1566809;55;43184;138;40561;293;351112;
638447;He¯maÚ;1152;7052686;131;3103343;0;0;0;0;197;157042;0;0;168;824344;61;1992103;74;243419;244;96026;277;636409;
638455;He¯maneË;1229;5097254;175;1356599;0;0;0;0;87;47929;0;0;272;1214531;217;2059566;36;55514;80;34672;362;328443;
638463;Maröov u He¯manËe;642;2504888;245;1096652;0;0;0;0;48;32587;0;0;98;325666;50;770818;51;172103;51;17765;99;89297;
638471;He¯manice v PodjeötÏdÌ;2578;19238282;116;1948946;0;0;0;0;158;104857;0;0;867;4280361;196;11904595;95;127474;418;113758;728;758291;
638498;Brod nad Labem;483;3372141;46;2139532;0;0;0;0;78;99378;6;22942;68;349504;58;454620;1;41422;65;38305;161;226438;
638501;He¯manice nad Labem;495;1909467;41;910378;0;0;0;0;112;138034;0;0;71;484850;16;50780;15;85746;112;58460;128;181219;
638510;Ho¯enice;748;3272060;411;2865169;0;0;0;0;90;64861;11;45208;26;23644;1;1831;25;40691;87;53618;97;177038;
638528;Slotov;274;1645897;27;1155200;0;0;0;0;68;85640;4;12156;42;165495;17;79251;1;18857;54;28903;61;100395;
638536;He¯manice u Rouchovan;653;3281272;344;2341533;0;0;0;0;2;3613;0;0;47;118861;46;119645;3;7400;73;125500;138;564720;
638544;He¯manice u Oder;1039;9498156;258;3716730;0;0;0;0;163;127449;0;0;164;695425;72;4300289;9;9571;157;53153;216;595539;
638552;VÈska u Oder;666;2455805;61;555262;0;0;0;0;87;46555;0;0;282;1396838;55;324678;9;12836;63;20455;109;99181;
638561;He¯manice u Polomi;1230;3975198;300;2053592;0;0;0;0;106;118177;0;0;276;1044999;122;363745;109;80111;76;40963;241;273611;
638579;He¯manice u éandova;785;5707659;96;2278213;0;0;0;0;110;108612;0;0;184;1362120;49;1362563;2;5215;115;43221;229;547715;
638587;He¯maniËky;1417;5853216;173;2934920;0;0;0;0;215;167598;3;12947;327;1093221;112;1097945;24;32017;278;99619;285;414949;
638609;He¯m·nkovice;1673;18850540;68;6144896;0;0;0;0;172;175248;6;29824;484;1933978;137;9473001;29;72574;325;143728;452;877291;
638625;JanoviËky u Broumova;331;1077171;10;35888;0;0;0;0;23;29676;0;0;129;274041;27;637581;0;0;73;11619;69;88366;
638633;Blankartice;1009;4544329;30;650690;0;0;0;0;108;46874;0;0;179;2821489;89;493928;16;9776;135;50127;452;471445;
638641;Fojtovice u He¯manova;1378;5593271;68;1866790;0;0;0;0;205;97144;0;0;205;1880588;123;937342;5;18492;171;55705;601;737210;
638650;He¯manov;1738;7559439;73;855811;0;0;0;0;227;124699;5;53895;421;3520274;185;2022661;32;25376;208;71219;587;885504;
638668;He¯manov u K¯iûanova;1733;5389451;549;3014195;0;0;0;0;98;59100;2;6216;156;313933;184;1448027;27;37104;172;60349;545;450527;
638676;MileöÌn;1614;2919389;870;2301981;0;0;0;0;60;45484;1;3670;155;164186;58;197726;89;27548;82;27900;299;150894;
638684;DolnÌ Seky¯any;629;2232094;92;1558864;0;0;0;0;157;91591;0;0;36;113141;1;39837;27;36535;186;61601;130;330525;
638692;HnÏvnice;647;7109649;87;2130442;0;0;0;0;73;63886;0;0;93;985425;72;3184930;30;22087;97;52779;195;670100;
638706;HornÌ Seky¯any;347;1709926;60;1391814;0;0;0;0;82;48276;3;24398;22;74744;3;25638;6;17005;86;34946;85;93105;
642665;HornÌ Bukovina;954;5540374;49;3857021;0;0;0;0;123;104614;2;6768;230;425587;130;826515;15;20301;220;71053;185;228515;
642673;HornÌ Bukovsko;740;4259967;152;1748618;0;0;0;0;74;59148;0;0;208;771864;55;1417329;25;47283;69;42737;157;172988;
642681;HornÌ Cerekev;5026;12859784;1375;7683644;0;0;0;0;421;323548;1;2984;897;1700900;272;1581203;230;363652;797;226189;1033;977664;
642690;HornÌ »ermn·;3056;9175654;177;4456380;0;0;0;0;563;384495;3;32507;870;2168991;349;1551296;118;25897;454;109832;522;446256;
642703;Nepomuky;1394;8491725;274;975042;0;0;0;0;137;109854;4;18896;270;560657;323;6565189;43;34909;95;25227;248;201951;
642720;HornÌ DatynÏ;2715;3845945;803;1462568;0;0;0;0;489;318375;0;0;288;419608;40;1253823;18;25941;623;155193;454;210437;
642754;HornÌ Dehtov;878;5624690;221;1538835;0;0;0;0;117;119885;0;0;145;290031;125;3421747;5;18621;115;38064;150;197507;
642771;HornÌ DobrouË;1341;10151244;156;2772533;0;0;0;0;98;83520;8;55864;378;2369585;232;4221150;23;61415;133;45847;313;541330;
642789;HornÌ Domaslavice;2330;5065141;730;2844347;0;0;0;0;336;326540;0;0;276;778617;156;614210;20;55657;343;101282;469;344488;
642827;HornÌ Dubenky;1781;9973384;235;2505432;0;0;0;0;150;93831;0;0;468;1509354;173;5249253;65;87450;334;104472;356;423592;
642843;HornÌ DubÚany;1482;6737352;812;5832296;0;0;0;0;87;49792;2;21611;9;72681;10;70126;86;60493;205;104544;271;525809;
642851;DomËice;1764;2532080;692;1560655;0;0;154;424206;117;78208;2;19415;65;38333;55;136007;13;46232;190;58260;476;170764;
642860;HornÌ Dunajovice;4968;7517458;2677;5688538;0;0;146;399440;129;86897;6;12584;64;68608;184;579172;130;70368;324;103937;1308;507914;
642878;HornÌ Duönice;788;5786479;12;15404;0;0;0;0;1;460;0;0;371;760957;94;4860218;5;1647;87;14379;218;133414;
642886;Stromkovice;1043;1312551;8;8152;0;0;0;0;0;0;0;0;449;781424;204;422691;8;6654;107;13872;267;79758;
642894;»esk˝ Heröl·k;257;1813616;14;40221;0;0;0;0;33;24839;0;0;60;981039;5;569302;10;45200;38;10332;97;142683;
642908;HornÌ Dvo¯iötÏ;1300;11771905;141;980308;0;0;0;0;125;68254;0;0;467;4524471;89;5240031;31;129191;147;48619;300;781031;
642916;HornÌ Habartice;1650;7271511;193;2471747;0;0;0;0;229;184106;0;0;462;2128299;120;1812170;15;36401;252;78252;379;560536;
642924;HornÌ He¯manice v »ech·ch;2647;7843111;484;3524038;0;0;0;0;289;160648;1;14931;669;1729182;421;1926080;14;6210;280;64391;489;417631;
642932;HornÌ He¯manice;1682;4940797;561;2591141;0;0;0;0;60;41971;0;0;302;581189;368;1445451;54;35924;93;38642;244;206479;
642941;HornÌ HradiötÏ;1293;4113827;506;1821827;0;0;0;0;108;69710;2;12041;63;145497;175;1606134;22;115653;204;43888;213;299077;
642959;DolnÌ Chr·öùany;1244;3734127;277;1466242;0;0;0;0;57;36200;2;8301;272;949992;265;941007;40;20780;53;23691;278;287914;
642967;HornÌ Chr·öùany;658;3211993;31;548162;0;0;0;0;41;27630;1;2968;128;1053732;254;1345703;11;13911;52;21389;140;198498;
642975;DolnÌ JelenÌ;1726;14862517;216;900740;0;0;0;0;135;66548;2;5817;637;1563487;209;11699942;207;117923;189;63787;131;444273;
642983;HornÌ JelenÌ;3712;9614958;778;1468523;0;0;0;0;616;225506;3;11435;495;935053;182;6189343;175;154900;946;190640;517;439558;
643025;»ernice u HornÌho Ji¯etÌna;725;7060581;51;386209;0;0;0;0;185;124224;15;55607;70;213273;38;5217323;43;154765;125;39940;198;869240;
643033;HornÌ Ji¯etÌn;3807;10145884;230;924472;0;0;0;0;1177;629625;34;388941;303;419821;53;673015;100;343443;1061;278966;849;6487601;
643050;HornÌ Kaln·;2143;8917954;457;4601700;0;0;0;0;84;100070;1;2859;793;1984584;177;1659726;19;87173;240;133430;372;348412;
643068;DolnÌ Kamenice u StaÚkova;480;2923643;36;869854;0;0;0;0;111;75936;3;13079;72;319563;10;1388784;22;65575;111;31700;115;159152;
643076;HornÌ Kamenice u StaÚkova;943;3850618;167;1660948;0;0;0;0;133;65660;25;34438;101;326164;64;1344342;25;90906;167;54162;261;273998;
643084;HornÌ Kosov;3180;4085644;376;2013757;0;0;0;0;569;224440;1;54;265;596035;80;406525;21;32685;967;186864;901;625284;
643092;Hosov;908;6811270;48;2753004;0;0;0;0;135;59072;0;0;157;400554;77;3064854;23;105039;220;45836;248;382911;
643106;HornÌ Kounice;3270;12374415;1666;6795590;0;0;0;0;85;46364;6;14063;163;349127;84;4424180;138;196367;245;103457;883;445267;
643114;HornÌ Kozolupy;634;9008752;116;3349781;0;0;0;0;111;98674;2;7669;73;340384;59;4857637;16;23064;101;44521;156;287022;
643122;OËÌn;142;1574711;32;1051845;0;0;0;0;16;17397;0;0;11;29866;35;424309;3;5846;12;12172;33;33276;
643131;Slavice u HornÌch Kozolup;531;6926371;85;3996703;0;0;0;0;80;42654;6;95545;53;294494;58;2149837;35;117159;84;41071;130;188908;
643149;Strahov;417;5253261;99;2491588;0;0;0;0;46;31980;0;0;55;320688;56;2126426;14;35580;46;20311;101;226688;
643157;HornÌ Krup· u HavlÌËkova Brodu;2334;11301220;143;5169155;0;0;0;0;276;135633;4;16047;298;1940630;707;3247375;74;185872;340;129344;492;477164;
643190;BohouÚovice II;2828;5399975;1293;4199666;0;0;0;0;43;32403;3;12686;290;420656;200;356050;81;46809;99;69270;819;262435;
643203;DolnÌ Kruty;1019;3414711;494;2822897;0;0;0;0;66;43898;4;9770;137;203555;41;75038;16;6702;96;58108;165;194743;
643211;HornÌ Kruty;1034;2242005;413;1749510;0;0;0;0;101;66199;47;140379;39;49627;14;14921;47;9297;154;67114;219;144958;
643238;⁄jezdec u HornÌch Krut;672;3286227;312;2779444;0;0;0;0;41;35022;1;2574;73;172618;29;93050;20;9330;70;49921;126;144268;
643246;HornÌ LapaË;599;794661;154;536129;0;0;0;0;160;104825;6;19641;2;1922;0;0;41;14278;132;51718;104;66148;
643262;HornÌ Lhota;1344;9491841;244;4031287;0;0;0;0;108;94451;4;15281;269;1399950;197;3208991;38;51925;152;95746;332;594210;
643271;HornÌ Lhota u Blanska;1413;4706768;407;533986;0;0;0;0;194;122528;1;4441;126;116761;79;3665847;3;251;240;56544;363;206410;
643289;HornÌ Lhota u LuhaËovic;1618;12649486;101;959199;0;0;0;0;137;72055;5;143404;385;1631865;282;9324065;48;35004;315;82925;345;400969;
643297;HornÌ Lhota u Ostravy;2431;4842785;433;1901736;0;0;0;0;344;223181;0;0;509;545468;289;1767134;42;22426;544;107901;270;274939;
643319;HornÌ Libchava;2239;10376464;242;4394787;0;0;0;0;304;166466;1;8422;488;2810820;152;1699681;97;344214;357;109147;598;842927;
643327;HornÌ Libchavy;1908;6139925;221;1938539;0;0;0;0;276;215933;0;0;609;2473097;45;1193990;64;54927;293;59569;400;203870;
643335;Prost¯ednÌ Libchavy;636;2537377;80;1303829;0;0;0;0;106;71564;0;0;140;442499;15;601926;7;8593;124;31628;164;77338;
643343;HornÌ Libochov·;1350;4596716;515;2916929;0;0;0;0;102;71184;1;6408;272;576274;67;464188;26;286107;127;55916;240;219710;
643351;HornÌ LideË;4179;7218774;1195;2683062;0;0;0;0;260;126702;0;0;974;1571814;297;1744520;137;93662;600;149956;716;849058;
643360;HornÌ Lipka;950;6700998;24;1087229;0;0;0;0;2;765;2;15599;392;3962413;75;930614;26;65350;160;48157;269;590871;
643378;HornÌ LodÏnice;968;16012709;61;3894350;0;0;0;0;48;26689;0;0;226;7336408;149;3292022;29;152631;156;91525;299;1219084;
643386;NovÈ Dvorce;132;2184054;6;278391;0;0;0;0;2;1918;0;0;34;1369009;6;311080;13;22307;8;7644;63;193705;
643394;HornÌ Lomn·;2960;24704541;57;68455;0;0;0;0;93;38892;0;0;1262;2446548;299;21311253;143;145585;424;74052;682;619756;
643416;HornÌ LouËky;1401;4179796;318;1403047;0;0;0;0;119;90501;58;401881;124;329235;166;1494960;68;73898;187;59301;361;326973;
643424;Skryje;677;2208384;49;390567;0;0;0;0;66;46895;5;19167;164;519196;115;873722;6;75456;95;22818;177;260563;
643432;⁄jezd u Tiönova;756;3598387;40;1004910;0;0;0;0;101;67765;1;3331;121;552125;190;1539227;19;42503;103;32457;181;356069;
643441;DolnÌ Albe¯ice;577;3188840;1;346;0;0;0;0;3;2316;0;0;216;1262925;60;1692921;7;8922;62;15042;228;206368;
643459;DolnÌ LyseËiny;381;2916814;0;0;0;0;0;0;4;1255;0;0;141;753166;26;2023427;8;21681;52;13764;150;103521;
643467;HornÌ Albe¯ice;512;3779902;1;347;0;0;0;0;1;15;0;0;193;1368996;29;2105096;4;5246;69;19384;215;280818;
643475;HornÌ LyseËiny;233;5398995;0;0;0;0;0;0;1;1659;0;0;81;465145;31;4808013;8;23711;42;11215;70;89252;
643483;HornÌ Maröov;1248;4541275;5;2127;0;0;0;0;129;57774;5;10967;208;1071332;73;2903333;21;59154;349;78217;458;358371;
643491;Maröov III;601;4003101;0;0;0;0;0;0;33;20207;0;0;171;902110;62;2837759;6;24722;64;12402;265;205901;
643513;Such˝ D˘l v KrkonoöÌch;87;1786729;0;0;0;0;0;0;0;0;0;0;8;54917;20;1669357;2;235;15;3776;42;58444;
643521;Temn˝ D˘l;538;2863781;0;0;0;0;0;0;2;76;0;0;95;252989;49;2287152;9;78240;112;46917;271;198407;
643530;Dob¯eËov;1135;5596002;6;17376;0;0;0;0;86;44613;0;0;395;4079465;135;956216;26;37016;115;25681;372;435635;
643548;HornÌ MÏsto;1250;5224621;33;386907;0;0;0;0;209;89973;0;0;251;3567002;54;553631;4;7991;368;86847;331;532270;
643556;St¯ÌbrnÈ Hory;681;5727557;32;974493;0;0;0;0;39;21025;0;0;205;3309366;147;910289;0;0;74;24448;184;487936;
643564;HornÌ Mezi¯ÌËko;1108;4395716;282;2061298;0;0;0;0;43;29748;0;0;239;627098;181;982162;59;430259;76;29261;228;235890;
643572;HornÌ MoötÏnice;3483;9818455;1280;7733485;0;0;0;0;632;470347;8;7931;90;175123;8;39631;19;105374;895;267330;551;1019234;
643581;HornÌ Myslov·;1711;3641738;641;2198924;0;0;0;0;71;40930;0;0;429;658954;158;416796;56;49892;74;35337;282;240905;
643599;HornÌ NÏmËÌ;5115;17962731;1800;4569225;0;0;0;0;386;214948;38;200933;1336;4486643;221;6868954;32;206718;532;170849;770;1244461;
643602;HornÌ NÏmËice;840;4165697;62;1621190;0;0;0;0;98;51304;0;0;141;1049719;131;912465;50;118831;81;27243;277;384945;
643611;HornÌ NÏtËice;880;4538147;354;3556549;0;0;0;0;155;197797;8;33907;30;184543;32;61374;12;36267;144;60823;145;406887;
643629;HornÌ Oleön·;621;4843193;88;1981123;0;0;0;0;63;42004;1;1755;163;1496501;64;991404;43;104387;71;44202;128;181817;
643637;HornÌ Oleönice;1421;5360767;265;1973577;0;0;0;0;53;53760;0;0;512;1590328;140;1341136;32;36299;101;53733;318;311934;
643645;Prost¯ednÌ Oleönice;734;2913999;156;1048179;0;0;0;0;51;38424;0;0;170;418717;121;1228021;37;15876;42;21924;157;142858;
643653;DolnÌ PÏna;1414;5288759;283;3222583;0;0;0;0;79;47067;0;0;193;1000638;95;405617;50;114889;272;73151;442;424814;
643661;HornÌ PÏna;1595;8937988;150;3011800;0;0;0;0;124;58004;1;4797;153;909754;203;3288180;86;910489;284;87246;594;667718;
643670;MalÌkov nad Neû·rkou;782;5886320;41;2608711;0;0;0;0;78;54430;1;22600;136;1995967;81;605201;43;192290;97;48435;305;358686;
643700;HornÌ Plan·;5616;36886218;115;228400;0;0;0;0;283;169974;8;25360;1258;12284997;335;4171625;87;16328827;1518;312493;2012;3364542;
643734;Zvonkov·;1273;39204356;24;177774;0;0;0;0;22;15243;0;0;425;10802108;208;25115241;53;367701;179;44523;362;2681766;
643742;Pest¯ice;710;11533500;3;125223;0;0;0;0;1;605;0;0;365;5269630;111;4446701;22;403856;16;5068;192;1282417;
643751;HornÌ PoËaply;1605;9535197;187;3048310;19;495802;0;0;277;181522;10;37113;2;10969;76;2217446;23;485062;596;585482;415;2473491;
643769;K¯ivenice;787;2864140;229;1568768;0;0;0;0;54;44959;3;7048;6;10258;19;52694;13;228556;251;289364;212;662493;
643777;HornÌ PoËernice;12699;16935806;1379;7442872;0;0;0;0;2437;1082304;39;128796;192;542124;39;825634;165;167047;4391;1467514;4057;5279515;
643807;HornÌ PodluûÌ;1695;7405541;29;1054350;0;0;0;0;210;178668;1;6230;618;4802849;57;517300;57;157719;444;140155;279;548270;
643815;HornÌ Pole;1109;4374554;208;1295643;0;0;0;0;105;57427;0;0;167;780997;165;1352805;25;322434;98;39037;341;526211;
643823;HornÌ Police;1825;6034246;134;1639701;0;0;0;0;344;273035;10;62513;449;2273759;76;837251;32;262666;384;146083;396;539238;
643840;HornÌ Po¯ÌËÌ u Letovic;1517;5061020;102;1615189;0;0;0;0;207;129914;8;28416;324;1460455;256;1239526;6;18857;172;50620;442;518043;
643858;HornÌ Povelice;898;4900184;222;2244201;0;0;0;0;141;71799;0;0;178;504700;96;1799113;12;21161;77;39533;172;219677;
643866;HornÌ P¯Ìm;586;2899332;203;1538704;0;0;0;0;106;88346;6;11114;28;45133;30;1052228;21;6747;72;32613;120;124447;
643874;HornÌ Radechov·;1352;4029046;169;1519735;0;0;0;0;219;189795;36;65908;292;1382198;103;519414;13;15378;261;80016;259;256602;
643912;HornÌ RadouÚ;2235;9490957;275;2587507;0;0;0;0;190;145080;0;0;522;2118922;317;3985618;191;92986;218;84317;522;476527;
643939;Okrouhl· RadouÚ;1828;9079122;362;4259884;0;0;0;0;144;91953;1;2168;358;1296246;225;2390241;118;254548;184;66109;436;717973;
643947;Star˝ BozdÏchov;1231;5865081;271;1738481;0;0;0;0;148;104715;0;0;240;619512;108;2994193;68;94589;156;38111;240;275480;
643955;HornÌ Radslavice;743;4671345;44;2404450;0;0;0;0;89;42570;1;9404;81;553788;225;1368251;27;18799;100;46337;176;227746;
643963;HornÌ R·potice;1669;3982749;522;1609359;0;0;0;0;84;55252;0;0;243;463988;304;1580895;21;57987;118;35434;377;179834;
643971;HornÌ RoveÚ;3871;9314413;1531;7969692;0;0;0;0;506;237463;10;36388;94;335724;7;3968;679;141815;326;169512;718;419851;
643980;HornÌ RoûÌnka;505;2027861;145;1515091;0;0;0;0;54;22340;0;0;100;198250;13;117010;34;28168;55;30449;104;116553;
643998;HornÌ ÿasnice;2129;13410388;132;2768278;0;0;0;0;65;50196;0;0;681;3489203;399;6133926;28;63718;220;90872;604;814195;
644005;Srbsk·;1045;5626660;50;1284709;0;0;0;0;55;35625;0;0;467;2596152;132;1428674;15;24040;134;41675;192;215785;
644013;HornÌ ÿedice;2360;11106261;655;6790700;0;0;0;0;534;358565;10;43693;234;978065;90;1625549;70;586225;473;187406;294;536058;
644021;HornÌ ÿepËice;1078;2606455;522;1860804;26;57933;0;0;111;53571;11;59492;177;164237;32;205167;9;5141;94;32545;96;167565;
644030;HornÌ Slatina;937;5865119;180;2737633;0;0;0;0;135;106934;0;0;105;736830;236;1844109;22;58834;102;54843;157;325936;
644048;BoöÌ¯any;371;5678612;1;1700;0;0;0;0;18;18917;0;0;32;914348;106;4206086;3;900;14;3885;197;532776;
644056;HornÌ Slavkov;4203;15126977;75;301888;0;0;0;0;782;373118;0;0;303;3537677;148;6881936;79;176648;1822;348605;994;3507105;
644064;Kfely u HornÌho Slavkova;525;6597376;3;12343;0;0;0;0;5;4115;0;0;104;2829302;48;3020833;22;79485;34;3300;309;647998;
644072;Leûnice;268;1736567;5;6795;0;0;0;0;23;21460;0;0;51;1183326;14;259365;2;323;40;10342;133;254956;
644081;LeûniËka;301;2406314;2;94111;0;0;0;0;15;10814;0;0;43;732205;53;1163563;10;22616;15;2345;163;380660;
644102;T¯ÌdomÌ;226;5310731;8;128838;0;0;0;0;2;2346;0;0;32;113391;73;4891050;4;19399;41;2778;66;152929;
644111;HornÌ Slivno;1385;6672156;706;5252481;0;0;0;0;110;97600;18;61049;108;237980;35;660716;11;4122;181;96936;216;261272;
644129;HornÌ Sloupnice;4391;16926517;826;7004246;0;0;0;0;717;516502;0;0;835;1581864;553;6841925;23;16840;576;173841;861;791299;
644137;HornÌ Stakory;1017;3950626;299;2303128;0;0;0;0;229;161917;80;327654;14;28142;21;815753;41;23804;193;78700;140;211528;
644153;Bed¯ichov u HornÌ Stropnice;456;2080648;109;1477504;0;0;0;0;48;24226;0;0;124;314623;10;123606;27;23113;29;8800;109;108776;
644161;Dlouh· Stropnice;1290;10002484;270;4033880;0;0;0;0;49;39994;2;5844;288;1637513;41;3192823;105;324739;102;43318;433;724373;
